Duration (sec)	Status code	Status category	Status color	Pgm code	Pgm step	Pgm para	Pgm cycle	mV	mA	Temperature	Charge count	Discharge count	Thermal Chamber temperature	Thermal Chamber status	Capacity	Analog input 1	Analog input 2	Analog input 3	Analog input 4	Analog input warning 1	Analog input warning 2	Analog input warning 3	Analog input warning 4	Digital input 1	Digital input 2	Digital input 3	Digital input 4	Digital output 1	Digital output 2	Digital output 3	Digital output 4	Analog output 1	Analog output 2	SMB-mV	SMB-mA	SMB-K	SMB-alarm	
5604	8	3	3	0	1	2	2	12610	653	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5605	8	3	3	0	1	2	2	12609	653	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5606	8	3	3	0	1	2	2	12610	653	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5607	8	3	3	0	1	2	2	12610	653	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5608	8	3	3	0	1	2	2	12610	652	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5609	8	3	3	0	1	2	2	12610	652	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5610	8	3	3	0	1	2	2	12610	652	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5611	8	3	3	0	1	2	2	12610	652	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5612	8	3	3	0	1	2	2	12610	652	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5613	8	3	3	0	1	2	2	12610	651	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5614	8	3	3	0	1	2	2	12610	652	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5615	8	3	3	0	1	2	2	12610	652	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5616	8	3	3	0	1	2	2	12611	652	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5617	8	3	3	0	1	2	2	12610	652	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5618	8	3	3	0	1	2	2	12610	651	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5619	8	3	3	0	1	2	2	12610	651	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5620	8	3	3	0	1	2	2	12610	651	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5621	8	3	3	0	1	2	2	12610	651	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5622	8	3	3	0	1	2	2	12610	651	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5623	8	3	3	0	1	2	2	12610	651	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5624	8	3	3	0	1	2	2	12611	650	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5625	8	3	3	0	1	2	2	12610	650	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5626	8	3	3	0	1	2	2	12610	650	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5627	8	3	3	0	1	2	2	12609	650	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5628	8	3	3	0	1	2	2	12610	650	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5629	8	3	3	0	1	2	2	12610	650	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5630	8	3	3	0	1	2	2	12611	649	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5631	8	3	3	0	1	2	2	12610	649	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5632	8	3	3	0	1	2	2	12610	650	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5633	8	3	3	0	1	2	2	12610	650	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5634	8	3	3	0	1	2	2	12610	649	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5635	8	3	3	0	1	2	2	12610	649	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5636	8	3	3	0	1	2	2	12610	648	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5637	8	3	3	0	1	2	2	12610	649	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5638	8	3	3	0	1	2	2	12610	647	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5639	8	3	3	0	1	2	2	12610	648	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5640	8	3	3	0	1	2	2	12610	648	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5641	8	3	3	0	1	2	2	12610	648	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5642	8	3	3	0	1	2	2	12609	648	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5643	8	3	3	0	1	2	2	12610	648	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5644	8	3	3	0	1	2	2	12611	647	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5645	8	3	3	0	1	2	2	12610	647	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5646	8	3	3	0	1	2	2	12609	647	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5647	8	3	3	0	1	2	2	12610	647	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5648	8	3	3	0	1	2	2	12610	647	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5649	8	3	3	0	1	2	2	12610	647	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5650	8	3	3	0	1	2	2	12610	647	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5651	8	3	3	0	1	2	2	12610	646	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5652	8	3	3	0	1	2	2	12610	646	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5653	8	3	3	0	1	2	2	12610	646	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5654	8	3	3	0	1	2	2	12610	646	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5655	8	3	3	0	1	2	2	12610	646	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5656	8	3	3	0	1	2	2	12610	646	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5657	8	3	3	0	1	2	2	12610	645	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5658	8	3	3	0	1	2	2	12610	646	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5659	8	3	3	0	1	2	2	12610	646	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5660	8	3	3	0	1	2	2	12610	646	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5661	8	3	3	0	1	2	2	12610	646	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5662	8	3	3	0	1	2	2	12610	645	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5663	8	3	3	0	1	2	2	12610	644	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5664	8	3	3	0	1	2	2	12610	644	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5665	8	3	3	0	1	2	2	12610	644	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5666	8	3	3	0	1	2	2	12610	644	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5667	8	3	3	0	1	2	2	12610	644	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5668	8	3	3	0	1	2	2	12610	644	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5669	8	3	3	0	1	2	2	12610	644	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5670	8	3	3	0	1	2	2	12610	643	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5671	8	3	3	0	1	2	2	12610	644	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5672	8	3	3	0	1	2	2	12610	644	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5673	8	3	3	0	1	2	2	12609	643	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5674	8	3	3	0	1	2	2	12610	643	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5675	8	3	3	0	1	2	2	12610	643	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5676	8	3	3	0	1	2	2	12611	644	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5677	8	3	3	0	1	2	2	12609	644	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5678	8	3	3	0	1	2	2	12610	643	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5679	8	3	3	0	1	2	2	12610	643	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5680	8	3	3	0	1	2	2	12610	642	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5681	8	3	3	0	1	2	2	12610	643	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5682	8	3	3	0	1	2	2	12611	643	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5683	8	3	3	0	1	2	2	12610	642	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5684	8	3	3	0	1	2	2	12609	642	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5685	8	3	3	0	1	2	2	12611	642	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5686	8	3	3	0	1	2	2	12610	642	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5687	8	3	3	0	1	2	2	12609	642	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5688	8	3	3	0	1	2	2	12610	641	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5689	8	3	3	0	1	2	2	12611	641	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5690	8	3	3	0	1	2	2	12608	641	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5691	8	3	3	0	1	2	2	12610	641	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5692	8	3	3	0	1	2	2	12610	641	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5693	8	3	3	0	1	2	2	12609	640	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5694	8	3	3	0	1	2	2	12609	640	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5695	8	3	3	0	1	2	2	12610	641	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5696	8	3	3	0	1	2	2	12611	641	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5697	8	3	3	0	1	2	2	12612	640	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5698	8	3	3	0	1	2	2	12609	641	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5699	8	3	3	0	1	2	2	12610	640	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5700	8	3	3	0	1	2	2	12610	640	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5701	8	3	3	0	1	2	2	12610	640	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5702	8	3	3	0	1	2	2	12611	639	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5703	8	3	3	0	1	2	2	12611	640	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5704	8	3	3	0	1	2	2	12610	639	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5705	8	3	3	0	1	2	2	12610	639	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5706	8	3	3	0	1	2	2	12611	637	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5707	8	3	3	0	1	2	2	12610	637	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5708	8	3	3	0	1	2	2	12610	636	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5709	8	3	3	0	1	2	2	12610	637	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5710	8	3	3	0	1	2	2	12611	637	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5711	8	3	3	0	1	2	2	12611	637	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5712	8	3	3	0	1	2	2	12611	636	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5713	8	3	3	0	1	2	2	12610	636	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5714	8	3	3	0	1	2	2	12610	636	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5715	8	3	3	0	1	2	2	12609	635	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5716	8	3	3	0	1	2	2	12610	635	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5717	8	3	3	0	1	2	2	12611	636	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5718	8	3	3	0	1	2	2	12610	636	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5719	8	3	3	0	1	2	2	12612	635	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5720	8	3	3	0	1	2	2	12610	635	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5721	8	3	3	0	1	2	2	12611	635	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5722	8	3	3	0	1	2	2	12608	635	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5723	8	3	3	0	1	2	2	12610	635	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5724	8	3	3	0	1	2	2	12610	635	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5725	8	3	3	0	1	2	2	12609	635	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5726	8	3	3	0	1	2	2	12610	634	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5727	8	3	3	0	1	2	2	12609	634	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5728	8	3	3	0	1	2	2	12611	634	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5729	8	3	3	0	1	2	2	12610	634	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5730	8	3	3	0	1	2	2	12611	634	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5731	8	3	3	0	1	2	2	12611	634	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5732	8	3	3	0	1	2	2	12610	633	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5733	8	3	3	0	1	2	2	12611	633	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5734	8	3	3	0	1	2	2	12611	633	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5735	8	3	3	0	1	2	2	12612	634	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5736	8	3	3	0	1	2	2	12609	633	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5737	8	3	3	0	1	2	2	12612	633	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5738	8	3	3	0	1	2	2	12610	633	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5739	8	3	3	0	1	2	2	12612	633	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5740	8	3	3	0	1	2	2	12610	633	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5741	8	3	3	0	1	2	2	12611	633	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5742	8	3	3	0	1	2	2	12609	632	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5743	8	3	3	0	1	2	2	12611	633	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5744	8	3	3	0	1	2	2	12609	632	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5745	8	3	3	0	1	2	2	12611	632	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5746	8	3	3	0	1	2	2	12611	632	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5747	8	3	3	0	1	2	2	12609	632	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5748	8	3	3	0	1	2	2	12610	632	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5749	8	3	3	0	1	2	2	12611	632	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5750	8	3	3	0	1	2	2	12610	631	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5751	8	3	3	0	1	2	2	12612	631	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5752	8	3	3	0	1	2	2	12610	631	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5753	8	3	3	0	1	2	2	12610	631	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5754	8	3	3	0	1	2	2	12611	631	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5755	8	3	3	0	1	2	2	12610	631	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5756	8	3	3	0	1	2	2	12610	631	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
5757	8	3	3	0	1	2	2	12610	630	21	1	0	0	0	255	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	-1	65535	65535	
